559,0,1,1,0,1
558,1,1,1,0,1
557,1,1,1,1,4
556,2,2,1,1,8
555,3,5,1,1,9
554,5,8,1,1,11
553,6,9,2,1,13
552,7,16,2,1,19
551,11,24,2,4,22
550,13,38,3,5,26
549,13,53,4,6,28
548,17,69,4,6,31
547,31,88,4,7,32
546,40,117,6,9,47
545,48,153,6,10,55
544,53,186,7,10,66
543,66,224,7,10,71
542,89,260,8,13,77
541,108,313,9,16,95
540,125,355,9,19,105
539,156,412,10,22,112
538,186,473,12,22,120
537,216,548,12,26,138
536,242,598,14,29,148
535,285,656,15,33,163
534,331,739,16,40,177
533,371,833,20,44,200
532,408,923,25,48,218
531,449,1016,26,55,244
530,511,1115,28,64,263
529,564,1232,31,72,279
528,621,1330,33,78,304
527,687,1440,33,84,318
526,775,1575,36,90,347
525,861,1716,38,94,370
524,926,1863,41,101,389
523,1023,2002,44,110,417
522,1145,2136,45,115,442
521,1275,2295,49,125,468
520,1362,2443,50,135,507
519,1484,2620,52,144,534
518,1641,2781,58,145,570
517,1786,2958,60,154,603
516,1916,3136,67,161,647
515,2068,3333,75,170,695
514,2223,3524,80,187,733
513,2397,3731,85,193,764
512,2550,3953,94,214,821
511,2713,4187,103,232,867
510,2864,4396,106,250,908
509,3061,4625,109,260,959
508,3259,4875,115,277,1000
507,3460,5111,123,288,1036
506,3671,5358,127,307,1082
505,3900,5606,130,329,1141
504,4129,5873,134,347,1191
503,4363,6133,142,357,1246
502,4580,6431,149,381,1286
501,4824,6688,155,404,1328
500,5073,6969,161,429,1376
499,5367,7255,173,448,1437
498,5637,7543,186,468,1492
497,5934,7863,193,483,1539
496,6214,8198,200,514,1593
495,6547,8535,221,538,1643
494,6879,8884,234,566,1710
493,7197,9211,243,597,1768
492,7563,9548,254,627,1812
491,7859,9915,275,654,1867
490,8207,10294,286,693,1931
489,8559,10682,303,718,1999
488,8933,11049,319,757,2076
487,9338,11450,337,792,2134
486,9732,11834,350,821,2188
485,10134,12231,359,868,2251
484,10561,12624,376,901,2304
483,10929,13057,394,946,2362
482,11332,13459,409,987,2420
481,11794,13893,428,1032,2489
480,12232,14329,446,1071,2552
479,12693,14743,471,1122,2633
478,13154,15206,490,1182,2688
477,13634,15652,506,1230,2760
476,14118,16138,539,1283,2819
475,14628,16606,569,1336,2894
474,15141,17053,598,1390,2975
473,15705,17552,617,1455,3050
472,16278,17988,641,1523,3131
471,16817,18500,670,1573,3222
470,17331,19003,695,1638,3301
469,17896,19506,734,1696,3387
468,18497,20037,764,1767,3458
467,19077,20555,799,1847,3550
466,19723,21111,841,1908,3643
465,20381,21658,871,1982,3726
464,21044,22177,913,2053,3812
463,21657,22709,952,2126,3896
462,22283,23261,991,2203,3981
461,22981,23877,1033,2277,4063
460,23682,24444,1072,2377,4151
459,24352,24979,1122,2460,4235
458,25087,25551,1176,2538,4344
457,25805,26155,1229,2644,4445
456,26506,26701,1277,2750,4551
455,27245,27291,1326,2846,4653
454,28016,27866,1380,2948,4775
453,28826,28453,1441,3076,4888
452,29654,29075,1504,3195,5013
451,30451,29679,1585,3296,5149
450,31259,30233,1639,3413,5249
449,32032,30836,1708,3536,5363
448,32886,31470,1785,3659,5484
447,33728,32077,1861,3795,5612
446,34609,32654,1959,3937,5732
445,35501,33295,2048,4089,5892
444,36343,33932,2135,4248,6019
443,37228,34513,2252,4425,6162
442,38123,35127,2352,4604,6301
441,38983,35734,2478,4789,6444
440,39914,36373,2577,5002,6599
439,40870,37030,2702,5194,6754
438,41848,37671,2834,5434,6902
437,42789,38288,2957,5675,7071
436,43723,38944,3104,5942,7215
435,44689,39593,3234,6217,7369
434,45709,40237,3367,6514,7553
433,46662,40939,3505,6809,7733
432,47741,41600,3658,7130,7889
431,48766,42298,3819,7433,8032
430,49890,42984,4004,7787,8218
429,50945,43654,4198,8149,8385
428,51995,44372,4379,8511,8567
427,53104,45034,4593,8910,8761
426,54246,45715,4815,9344,8958
425,55355,46383,5029,9753,9132
424,56517,47055,5254,10188,9334
423,57675,47810,5501,10626,9540
422,58794,48441,5762,11097,9749
421,59934,49115,6031,11545,9961
420,61115,49801,6294,12031,10151
419,62281,50506,6583,12554,10375
418,63447,51234,6875,13107,10574
