408,23046,22955,1203,2290,4168
407,23752,23545,1252,2395,4259
406,24509,24160,1300,2489,4356
405,25248,24774,1357,2589,4456
404,26015,25371,1424,2674,4576
403,26830,25969,1494,2751,4687
402,27632,26558,1556,2862,4808
401,28492,27174,1619,2980,4927
400,29332,27768,1699,3086,5028
399,30173,28390,1767,3200,5147
398,30992,29055,1837,3316,5295
397,31852,29660,1924,3443,5423
396,32714,30251,2021,3561,5560
395,33602,30880,2136,3677,5704
394,34516,31498,2223,3801,5853
393,35418,32109,2331,3947,5998
392,36290,32719,2442,4108,6197
391,37197,33366,2533,4244,6359
390,38110,34011,2655,4411,6479
389,39075,34671,2791,4570,6637
388,40071,35290,2946,4717,6807
387,41081,35965,3097,4914,6973
386,42074,36615,3236,5104,7153
385,43095,37273,3384,5294,7335
384,44111,37946,3545,5497,7499
383,45148,38565,3707,5727,7664
382,46174,39269,3876,5928,7838
381,47235,39960,4054,6194,8024
380,48263,40656,4256,6454,8204
379,49348,41333,4469,6743,8388
378,50397,42013,4677,7073,8592
377,51536,42713,4884,7375,8794
376,52725,43409,5152,7714,8996
375,53849,44079,5409,8045,9225
374,54946,44772,5678,8418,9461
373,56145,45487,5956,8822,9654
372,57366,46232,6264,9221,9890
371,58584,46936,6571,9650,10143
370,59700,47699,6881,10059,10358
369,60944,48433,7196,10515,10589
368,62208,49192,7546,10984,10799
367,63439,49937,7888,11511,11047
366,64729,50675,8276,12041,11290
365,65970,51384,8663,12510,11544
364,67277,52160,9082,13086,11779
363,68658,52864,9499,13639,12045
362,69956,53619,9951,14187,12288
361,71316,54369,10408,14798,12540
360,72631,55103,10879,15399,12788
359,74027,55905,11381,16029,13036
358,75341,56687,11907,16683,13298
357,76796,57460,12450,17404,13557
356,78175,58250,13010,18080,13842
355,79657,59058,13563,18824,14129
354,81125,59845,14174,19618,14379
353,82556,60646,14800,20420,14669
352,83997,61440,15432,21174,14916
351,85527,62235,16115,21995,15192
350,87104,63039,16836,22900,15489
349,88561,63848,17562,23770,15762
348,90072,64669,18374,24679,16027
347,91631,65476,19170,25594,16279
346,93240,66313,19970,26540,16549
345,94864,67138,20769,27523,16800
344,96540,67959,21665,28514,17097
343,98298,68752,22550,29490,17409
342,100022,69641,23451,30542,17673
341,101678,70460,24430,31644,17963
340,103410,71382,25384,32709,18267
339,105153,72200,26369,33799,18534
338,106897,73082,27384,34860,18807
337,108646,73944,28452,36008,19084
336,110428,74793,29562,37180,19362
335,112326,75657,30705,38396,19643
334,114162,76522,31860,39596,19941
333,116067,77433,33066,40791,20222
332,117920,78340,34297,42044,20510
331,119885,79247,35563,43351,20794
330,121865,80148,36851,44712,21112
329,123822,81047,38164,45991,21380
328,125839,81958,39490,47341,21655
327,127914,82888,40892,48692,21945
326,129975,83881,42372,50081,22239
325,132081,84828,43894,51559,22530
324,134234,85776,45443,53049,22832
323,136440,86704,47066,54463,23132
322,138683,87686,48689,55942,23470
321,140863,88692,50365,57542,23742
320,143081,89704,51958,59106,24060
319,145249,90715,53605,60655,24350
318,147537,91663,55370,62227,24654
317,149861,92656,57223,63822,24961
316,152281,93577,59109,65529,25287
315,154774,94590,60995,67214,25567
314,157147,95620,63021,68927,25881
313,159687,96679,65053,70638,26178
312,162312,97769,67020,72428,26489
311,164861,98858,69095,74211,26797
310,167510,99920,71285,76015,27097
309,170267,100980,73450,77814,27431
308,173056,102047,75668,79650,27729
307,175779,103177,77957,81542,28044
306,178644,104287,80252,83491,28355
305,181519,105400,82596,85394,28679
304,184460,106575,85104,87304,28978
303,187409,107755,87621,89286,29260
302,190416,108910,90146,91331,29599
301,193313,110115,92801,93348,29922
300,196373,111271,95485,95391,30261
299,199663,112434,98197,97498,30566
298,202856,113585,100931,99598,30909
297,206102,114760,103696,101709,31231
296,209385,115913,106468,103852,31566
295,212785,117137,109428,106061,31879
294,216208,118343,112403,108245,32169
293,219631,119640,115389,110489,32523
292,223175,120939,118536,112767,32860
291,226867,122234,121774,115107,33170
290,230538,123544,124992,117441,33487
289,234415,124858,128303,119817,33807
288,238235,126311,131714,122178,34125
287,242105,127699,135138,124628,34464
286,246034,129118,138560,127147,34798
285,250011,130472,142051,129624,35141
284,254205,131862,145600,132206,35477
283,258374,133283,149297,134748,35797
282,262738,134739,153000,137400,36154
281,267014,136194,156811,140039,36504
280,271289,137645,160747,142664,36842
279,275781,139134,164593,145379,37174
278,280369,140661,168623,148224,37506
277,284990,142228,172770,151058,37838
276,289683,143773,176985,153965,38181
275,294446,145358,181160,156877,38497
274,299275,146973,185465,159801,38839
273,304275,148556,189814,162836,39172
272,309468,150176,194292,165892,39541
271,314627,151839,198879,168997,39864
270,319948,153483,203407,172154,40188
269,325272,155191,208047,175360,40576
268,330771,156935,212846,178559,40935
267,336190,158682,217619,181783,41270
266,341838,160433,222530,185157,41603
265,347517,162179,227528,188578,41962
264,353448,164051,232596,191975,42292
263,359367,165899,237804,195430,42635
262,365544,167793,242922,198914,42945
261,371634,169674,248215,202575,43284
260,377840,171529,253532,206226,43618
259,384320,173372,258954,210003,43965
258,390847,175386,264434,213705,44298
257,397441,177427,269918,217589,44646
256,404052,179497,275532,221537,44997
255,410931,181550,281351,225595,45340
254,418037,183623,286999,229655,45691
253,425059,185882,292774,233752,46038
252,432440,188055,298534,237972,46380
251,440033,190282,304511,242243,46757
250,447644,192479,310381,246596,47096
249,455107,194854,316462,250979,47437
248,462797,197117,322483,255532,47794
247,470789,199432,328757,260165,48145
246,478908,201767,335043,264867,48475
245,487226,204188,341374,269612,48797
244,495687,206613,347711,274414,49127
243,504335,209125,354203,279439,49503
242,513119,211565,360556,284413,49883
241,522060,214082,367126,289475,50236
240,530944,216581,373712,294549,50623
239,539959,219271,380240,299759,50984
238,549147,221913,386994,305176,51328
237,558719,224612,393804,310636,51701
236,568329,227318,400500,316103,52051
235,578099,230146,407461,321785,52422
234,588032,232934,414536,327486,52758
233,597916,235684,421738,333326,53123
232,608282,238591,428917,339224,53488
231,618679,241585,436128,345205,53879
230,629240,244587,443391,351486,54264
229,639632,247720,450707,357639,54644
228,650522,250833,458089,364061,55040
227,661571,254012,465483,370421,55433
226,672564,257229,472863,377088,55818
225,683702,260397,480356,383655,56231
224,695182,263687,487986,390322,56651
223,706554,266950,495813,397176,57024
222,718186,270356,503572,404238,57420
221,730064,273901,511399,411314,57824
220,742020,277422,519085,418526,58206
219,754077,281078,527073,425975,58632
218,766120,284750,534884,433449,59030
217,778588,288300,542693,441246,59441
216,791173,292094,550720,448924,59846
215,804059,295850,558852,456880,60291
214,817093,299760,567046,464742,60722
213,830277,303628,575271,473000,61134
212,843653,307669,583510,481384,61544
211,857075,311825,591847,489846,61957
210,870541,316043,600237,498362,62385
209,884187,320483,608569,507069,62792
208,898119,324816,616909,515869,63238
207,912309,329201,625427,524931,63681
206,926588,333591,634099,534025,64109
205,940756,338188,642798,543211,64540
204,955574,342973,651452,552704,64932
203,970530,347719,660242,562350,65379
202,984996,352448,669056,572086,65795
201,999767,357293,677758,582024,66212
200,1014530,362390,686523,592118,66681
199,1025796,367501,695086,602359,67140
198,1037407,372548,703786,612600,67621
197,1049004,377624,712692,623005,68054
196,1061132,383074,721377,633661,68458
195,1073386,388559,730072,644438,68916
194,1085740,394187,738879,655389,69381
193,1098271,399945,747724,666477,69873
192,1110982,405797,756651,677779,70321
191,1123715,411786,765646,689359,70748
190,1136832,417808,774514,700780,71177
189,1150254,423806,783505,712538,71668
188,1163739,429996,792405,724536,72148
187,1177350,436316,801268,736591,72596
186,1190917,442772,810124,748878,73061
185,1204646,449511,818961,761017,73529
184,1218587,456220,827754,773422,73974
183,1232612,463145,836544,786026,74469
182,1246910,470306,845170,798659,74970
181,1261332,477549,853954,811431,75455
180,1275957,484820,862628,824492,75951
179,1290483,495469,874425,843042,76452
178,1305205,506596,886348,861973,76965
177,1320531,518216,898021,881262,77490
176,1335610,530058,909303,900684,78072
175,1350857,542484,920620,920131,78595
174,1366403,554963,931774,939897,79131
173,1382055,568101,942876,959581,79686
172,1397338,581622,953824,979670,80223
171,1413252,595841,964516,999798,80778
170,1428858,610615,974964,1020170,81302
169,1444954,625832,985172,1040383,81833
168,1460980,641722,995222,1060805,82308
167,1477089,658124,1004745,1081301,82843
166,1493287,675144,1013988,1101540,83387
165,1509852,692968,1022952,1121811,83919
164,1526321,711157,1031611,1141705,84453
163,1542739,730028,1039983,1161673,84979
162,1559169,749640,1048015,1181393,85452
161,1575976,769878,1055690,1200783,85967
160,1592850,790817,1063049,1219712,86475
159,1609567,811930,1070010,1238256,86948
158,1626231,833827,1076622,1256446,87449
157,1643197,856043,1082952,1273775,87915
156,1660127,878595,1088856,1290597,88386
155,1676892,901321,1094356,1306507,88830
154,1693680,924072,1099616,1321644,89286
153,1710686,946968,1104408,1335955,89748
152,1727365,969658,1109053,1349207,90212
151,1744207,992539,1113352,1361595,90610
150,1761392,1015146,1117201,1373075,91003
149,1794812,1038093,1120719,1383462,91436
148,1828634,1060643,1123910,1392754,91802
147,1862032,1083242,1126888,1401060,92146
146,1895527,1105569,1129630,1408514,92494
145,1927989,1127113,1132019,1414756,92863
144,1960596,1148101,1134176,1420136,93188
143,1992389,1167096,1136003,1424520,93542
142,2023717,1184561,1137636,1428102,93826
141,2054410,1199848,1138942,1430855,94088
140,2084146,1212192,1140073,1432939,94325
139,2112773,1221247,1140954,1434283,94551
138,2140809,1226020,1141605,1435127,94746
137,2167166,1228542,1142057,1435620,94916
136,2192854,1229981,1142308,1435981,95065
135,2216480,1230913,1142467,1436199,95196
134,2239384,1231439,1142567,1436344,95312
133,2259411,1231792,1142641,1436429,95398
132,2278352,1232013,1142680,1436485,95469
131,2294948,1232153,1142710,1436521,95504
130,2310310,1232262,1142728,1436551,95524
129,2323318,1232321,1142740,1436565,95544
128,2334817,1232354,1142750,1436583,95560
127,2344036,1232373,1142760,1436591,95581
126,2351849,1232383,1142767,1436596,95588
125,2357848,1232388,1142767,1436600,95595
124,2362604,1232393,1142771,1436601,95598
123,2366034,1232396,1142773,1436601,95602
122,2368757,1232397,1142773,1436601,95603
121,2370566,1232397,1142773,1436601,95603
120,2371994,1232397,1142773,1436601,95605
119,2372905,1232397,1142773,1436601,95605
118,2373671,1232397,1142773,1436601,95605
117,2374121,1232397,1142773,1436601,95605
116,2374483,1232397,1142773,1436601,95605
115,2374727,1232397,1142773,1436601,95605
114,2374892,1232397,1142773,1436601,95605
113,2375007,1232397,1142773,1436601,95605
112,2375073,1232397,1142773,1436601,95605
111,2375136,1232397,1142773,1436601,95605
110,2375159,1232397,1142773,1436601,95605
109,2375185,1232397,1142773,1436601,95605
108,2375199,1232397,1142773,1436601,95605
107,2375208,1232397,1142773,1436601,95605
106,2375210,1232397,1142773,1436601,95605
105,2375214,1232397,1142773,1436601,95605
104,2375216,1232397,1142773,1436601,95605
103,2375216,1232397,1142773,1436601,95605
102,2375216,1232397,1142773,1436601,95605
101,2375216,1232397,1142773,1436601,95605
100,2375217,1232397,1142773,1436601,95605
99,2375217,1232397,1142773,1436601,95605
98,2375217,1232397,1142773,1436601,95605
97,2375217,1232397,1142773,1436601,95605
96,2375217,1232397,1142773,1436601,95605
95,2375217,1232397,1142773,1436601,95605
94,2375217,1232397,1142773,1436601,95605
93,2375217,1232397,1142773,1436601,95605
92,2375217,1232397,1142773,1436601,95605
91,2375217,1232397,1142773,1436601,95605
90,2375217,1232397,1142773,1436601,95605
89,2375217,1232397,1142773,1436601,95605
88,2375217,1232397,1142773,1436601,95605
87,2375217,1232397,1142773,1436601,95605
86,2375217,1232397,1142773,1436601,95605
85,2375217,1232397,1142773,1436601,95605
84,2375217,1232397,1142773,1436601,95605
83,2375217,1232397,1142773,1436601,95605
82,2375217,1232397,1142773,1436601,95605
81,2375217,1232397,1142773,1436601,95605
80,2375217,1232397,1142773,1436601,95605
79,2375217,1232397,1142773,1436601,95605
78,2375217,1232397,1142773,1436601,95605
77,2375217,1232397,1142773,1436601,95605
76,2375217,1232397,1142773,1436601,95605
75,2375217,1232397,1142773,1436601,95605
74,2375217,1232397,1142773,1436601,95605
73,2375217,1232397,1142773,1436601,95605
72,2375217,1232397,1142773,1436601,95605
71,2375217,1232397,1142773,1436601,95605
70,2375217,1232397,1142773,1436601,95605
69,2375217,1232397,1142773,1436601,95605
68,2375217,1232397,1142773,1436601,95605
67,2375217,1232397,1142773,1436601,95605
66,2375217,1232397,1142773,1436601,95605
65,2375217,1232397,1142773,1436601,95605
64,2375217,1232397,1142773,1436601,95605
63,2375217,1232397,1142773,1436601,95605
62,2375217,1232397,1142773,1436601,95605
61,2375217,1232397,1142773,1436601,95605
60,2375217,1232397,1142773,1436601,95605
59,2375217,1232397,1142773,1436601,95605
58,2375217,1232397,1142773,1436601,95605
57,2375217,1232397,1142773,1436601,95605
56,2375217,1232397,1142773,1436601,95605
55,2375217,1232397,1142773,1436601,95605
54,2375217,1232397,1142773,1436601,95605
53,2375217,1232397,1142773,1436601,95605
52,2375217,1232397,1142773,1436601,95605
51,2375217,1232397,1142773,1436601,95605
50,2375217,1232397,1142773,1436601,95605
49,2375217,1232397,1142773,1436601,95605
48,2375217,1232397,1142773,1436601,95605
47,2375217,1232397,1142773,1436601,95605
46,2375217,1232397,1142773,1436601,95605
45,2375217,1232397,1142773,1436601,95605
44,2375217,1232397,1142773,1436601,95605
43,2375217,1232397,1142773,1436601,95605
42,2375217,1232397,1142773,1436601,95605
41,2375217,1232397,1142773,1436601,95605
40,2375217,1232397,1142773,1436601,95605
39,2375217,1232397,1142773,1436601,95605
38,2375217,1232397,1142773,1436601,95605
37,2375217,1232397,1142773,1436601,95605
36,2375217,1232397,1142773,1436601,95605
35,2375217,1232397,1142773,1436601,95605
34,2375217,1232397,1142773,1436601,95605
33,2375217,1232397,1142773,1436601,95605
32,2375217,1232397,1142773,1436601,95605
31,2375217,1232397,1142773,1436601,95605
30,2375217,1232397,1142773,1436601,95605
29,2375217,1232397,1142773,1436601,95605
28,2375217,1232397,1142773,1436601,95605
27,2375217,1232397,1142773,1436601,95605
26,2375217,1232397,1142773,1436601,95605
25,2375217,1232397,1142773,1436601,95605
24,2375217,1232397,1142773,1436601,95605
23,2375217,1232397,1142773,1436601,95605
22,2375217,1232397,1142773,1436601,95605
21,2375217,1232397,1142773,1436601,95605
20,2375217,1232397,1142773,1436601,95605
19,2375217,1232397,1142773,1436601,95605
18,2375217,1232397,1142773,1436601,95605
17,2375217,1232397,1142773,1436601,95605
16,2375217,1232397,1142773,1436601,95605
15,2375217,1232397,1142773,1436601,95605
14,2375217,1232397,1142773,1436601,95605
13,2375217,1232397,1142773,1436601,95605
12,2375217,1232397,1142773,1436601,95605
11,2375217,1232397,1142773,1436601,95605
10,2375217,1232397,1142773,1436601,95605
9,2375217,1232397,1142773,1436601,95605
8,2375217,1232397,1142773,1436601,95605
7,2375217,1232397,1142773,1436601,95605
6,2375217,1232397,1142773,1436601,95605
5,2375217,1232397,1142773,1436601,95605
4,2375217,1232397,1142773,1436601,95605
3,2375217,1232397,1142773,1436601,95605
2,2375217,1232397,1142773,1436601,95605
1,2375217,1232397,1142773,1436601,95605
0,2375217,1232397,1142773,1436601,95605
